LANGUAGE,COUNTRY_NAME,ISLAND_NAME,SOVEREIGN,Glottocode,Comment,Source
DJINGILI,Australia,,Australia,djin1251,
Djingili-Wambayan Family,Australia,,Australia,mirn1241,
DOBU,,Papua New Guinea,,dobu1241,Glottolog languoid with matching name and matching country (infered from island name)
Dobudurn,,,,orok1269,
Dodinga,Indonesia,,Indonesia,dodi1239,
DOGA,,Papua New Guinea,,doga1238,Glottolog languoid with matching name and matching country (infered from island name)
DOGORO,,Papua New Guinea,,dogh1241,
DOHOI,Indonesia,,Borneo,doho1239,Glottolog languoid with matching name and coordinate within polygons
DOI,Lao People's Democratic Republic,,Laos,doii1241,
Dolago,Indonesia,,Sulawesi,taaa1243,
Dom,,Papua New Guinea,,domm1246,Glottolog languoid with matching name and matching country (infered from island name)
Doma,,Papua New Guinea,,doma1263,
Domara,,Papua New Guinea,,doma1262,Glottolog languoid with matching name and matching country (infered from island name)
Domu,,Papua New Guinea,,domu1245,Glottolog languoid with matching name and matching country (infered from island name)
DOMUNG,,Papua New Guinea,,domu1246,Glottolog languoid with matching name and matching country (infered from island name)
DONDO,Indonesia,,Sulawesi,dond1249,Glottolog languoid with matching name and matching country
DORIO,,Solomon Islands,,dori1246,Glottolog languoid with closely matching name and coordinate within polygons
DORIRT,,Papua New Guinea,,moik1239,
Doromu,,Papua New Guinea,,doro1266,
DORRO,,Papua New Guinea,,namo1246,
DUAN,Lao People's Democratic Republic,,Laos,hala1253,
DUAU,,Papua New Guinea,,duau1237,Glottolog languoid with matching name and matching country (infered from island name)
DUBEA,,New Caledonia,,dumb1241,Glottolog languoid with closely matching name and coordinate within polygons
DUBU,Indonesia,,,dubu1240,Glottolog languoid with matching name and matching country
DUDUELA,,Papua New Guinea,,dudu1240,Glottolog languoid with matching name and matching country (infered from island name)
Duka-Ekor,,Papua New Guinea,,duka1248,
Dumaring,,,,duma1254,
DUMPAS,,,,dump1242,Glottolog languoid with matching name and coordinate within polygons
DUMPU,,Papua New Guinea,,dump1243,Glottolog languoid with matching name and matching country (infered from island name)
DUMUN,,Papua New Guinea,,dumu1246,Glottolog languoid with matching name and matching country (infered from island name)
DUNA,,Papua New Guinea,,duna1248,Glottolog languoid with matching name and matching country (infered from island name)
DURANMIN,,Papua New Guinea,,suar1238,
Duri,Indonesia,,Sulawesi,duri1242,Glottolog languoid with matching name and matching country
DUSNER,Indonesia,,,dusn1237,Glottolog languoid with matching name and matching country
Dusun Balangan,Indonesia,,Borneo,dusu1270,
DUSUN DEYAH,Indonesia,,Borneo,dusu1271,Glottolog languoid with matching name and matching country
Dusun Segama,,,,dusu1276,
Dusunic Subgroup,,,,dusu1277,
DYANGADI,Australia,,Australia,dyan1250,Glottolog languoid with matching name and matching country
DYIRBAL,Australia,,Australia,dyir1250,Glottolog languoid with matching name and matching country
DYIRRINGANY,Australia,,Australia,dhur1239,
DYUGUN,Australia,,Australia,dyug1238,Glottolog languoid with matching name and matching country
E & W MAKIAN,Indonesia,,Indonesia,,
E-Coast,Indonesia,,,,
E.& W.MAKIAN,Indonesia,,Indonesia,,
E.Coastal Kiwai,,,,east2521,
E.Kewa,,Papua New Guinea,,east2516,Glottolog languoid with closely matching name and coordinate within polygons
E.lpili,,Papua New Guinea,,ipil1240,
EAHU,Thailand,,Thailand,,
East Awin,,Papua New Guinea,,east2522,
EAST CAGAYAN NEGRITO,Philippines,,Philippines,dupa1235,
East Coast Bajau,,,,,
East Coast Bajau,Indonesia,,Borneo,,
East Coast Bajau,Lao People's Democratic Republic,,Laos,,
EAST FUTUNA,,Wallis and Futuna,,east2447,Glottolog languoid with matching name and matching country (infered from island name)
East GIMI,,Papua New Guinea,,east2515,
East KOIARI,,Papua New Guinea,,gras1249,
East KOMBA,,Papua New Guinea,,komb1273,
EAST LOU,,Papua New Guinea,,,
East Makian,,,,east2440,Glottolog languoid with matching name and coordinate within polygons
East Mekeo,,,,east2455,
EAST NEK,,Papua New Guinea,,east2506,
East SENTANI,Indonesia,,,east2518,
EAST SHOISEUL,,Solomon Islands,,east2760,
EAST URII,,Papua New Guinea,,urii1240,
EAST UVEA,,,,wall1257,
EAST UVEA,,Wallis and Futuna,,wall1257,
East YAMBS,,Papua New Guinea,,east2497,
EASTER ISLAND,,,,rapa1244,
Eastern,,Papua New Guinea,,,
EASTERN ARANDA,Australia,,Australia,east2379,
Eastern BINE,,Papua New Guinea,,,
Eastern BITARA,,Papua New Guinea,,bita1253,
EASTERN FIJIAN,,Fiji,,east2446,
Eastern GIZRA,,,,gizr1240,
Eastern GWEDENA,,Papua New Guinea,,east2523,
Eastern IRAHUTU,Indonesia,,,irar1238,
Eastern IRIA,Indonesia,,,kamb1302,
EASTERN KADAZAN,,,,,
Eastern KARA,,Papua New Guinea,,kara1486,
Eastern RORO,,Papua New Guinea,,roro1238,
Eastern SABERI (ISIRAWA),Indonesia,,,east1857,
Eastern SAWOS,,Papua New Guinea,,buru1309,
Eastern TANAHMERAH,Indonesia,,,tana1288,
Eastern Trans-Fly Family,,Papua New Guinea,,east2503,
Eastern Trans-Fly Family,,,,east2503,
EDERAH R?,Indonesia,,,eder1237,
Eia,,Papua New Guinea,,,
Eipo,Indonesia,,,eipo1242,
EIVO,,Papua New Guinea,,asko1238,
EKAGI Yabi,Indonesia,,,yabi1243,
ELEPI,,Papua New Guinea,,elep1240,Glottolog languoid with matching name and matching country (infered from island name)
ELKEI,,Papua New Guinea,,elke1240,Glottolog languoid with matching name and matching country (infered from island name)
Elpaputi Bay,Indonesia,,Indonesia,elpa1239,
EMAE,,,,emae1237,Glottolog languoid with matching name and coordinate within polygons
Embessa,,,,baru1269,
EMERUM,,Papua New Guinea,,apal1256,
Emo R,,Papua New Guinea,,nucl1630,
EMUMU,Indonesia,,,emum1240,Glottolog languoid with matching name and matching country
ENDE-LIO/Ende(Ja'o),Timor-Leste,,East Timor,ende1246,
ENDE-LIO/Lio(Aku),Timor-Leste,,East Timor,lioo1240,
ENDE-LIO/Nage-Keo,Timor-Leste,,East Timor,nage1238,
ENDE-LIO/Nga'o,Timor-Leste,,East Timor,ngao1245,
ENGA Iniai,,Papua New Guinea,,nete1240,
ENGA Layapo,,Papua New Guinea,,laya1255,
ENGA Sau,,Papua New Guinea,,sauu1244,
ENGA Tayato,,Papua New Guinea,,taya1255,
ENGGANO,Indonesia,,Indonesia,engg1245,Glottolog languoid with matching name and matching country
Enggipiloe,Indonesia,,,engg1246,
Enindhilyagwan Family-Level Isolate,Australia,,Australia,nung1290,
Enna,Indonesia,,Sulawesi,,
Enrekang,Indonesia,,Sulawesi,enre1239,Glottolog languoid with matching name and matching country
Epe - Routa,Indonesia,,Sulawesi,rout1237,
Erave Dadibi,,Papua New Guinea,,erav1243,
Erawirung,Australia,,Australia,yira1241,
ERCKWANAS,Indonesia,,,erok1237,
ERCKWANAS  Iha,Indonesia,,,ihaa1241,
EREM,,Papua New Guinea,,,
ERIMA,,Papua New Guinea,,ogea1238,
Etoro,,Papua New Guinea,,edol1239,
FAGA UVEA,,New Caledonia,,west2516,
FAGANI,,Solomon Islands,,faga1239,Glottolog languoid with matching name and matching country (infered from island name)
FAGULULU,,Papua New Guinea,,moli1248,
FALAMUL,Indonesia,,Indonesia,made1253,
FALWOL,,Papua New Guinea,,faiw1243,Glottolog languoid with closely matching name and coordinate within polygons
FAS,,Papua New Guinea,,east2524,
FASU,,Papua New Guinea,,fasu1242,Glottolog languoid with matching name and matching country (infered from island name)
Fataleka,,Solomon Islands,,fata1245,Glottolog languoid with matching name and matching country (infered from island name)
FATALUKU,Timor-Leste,,East Timor,fata1247,Glottolog languoid with matching name and matching country
Fauro,,,,faur1237,
Fayok,Indonesia,,,maib1239,
Feramin,,Papua New Guinea,,fera1239,
FIJI,,,,fiji1243,
FINUNGWA,,Papua New Guinea,,fino1238,
FITLEP,,Papua New Guinea,,eiti1240,
FIWAGA,,Papua New Guinea,,fiwa1240,Glottolog languoid with matching name and matching country (infered from island name)
Fkhar,Indonesia,,,fkar1237,
FOAU,,,,foau1240,
FOE,,Papua New Guinea,,foii1241,Glottolog languoid with closely matching name and coordinate within polygons
FORAK,,Papua New Guinea,,fora1245,Glottolog languoid with matching name and matching country (infered from island name)
FORTSENAL,,,,fort1240,
FUTUNA-AMOWA,,,,futu1245,
FUYUGE Vanapa,,Papua New Guinea,,fuyu1242,
FWAI,,New Caledonia,,fwai1237,Glottolog languoid with closely matching name and coordinate within polygons
GA-DANG,Philippines,,Philippines,gada1258,Glottolog languoid with closely matching name and coordinate within polygons
GABADI,,Papua New Guinea,,abad1241,Glottolog languoid with closely matching name and coordinate within polygons
GABIANO,,Papua New Guinea,,gabi1241,
GABUTAMUN,,Papua New Guinea,,gabu1248,Glottolog languoid with closely matching name and coordinate within polygons
GADANG Gadang,Australia,,Australia,wori1245,
GADDANG,Philippines,,Philippines,gadd1244,Glottolog languoid with matching name and matching country
Gadjerawang Miriwung,Australia,,Australia,miri1274,
GADSUP,,Papua New Guinea,,gads1258,Glottolog languoid with matching name and matching country (infered from island name)
GADSUP,,,,gads1258,
Gae,,Solomon Islands,,gaee1238,
Gagudjuan Family-Level Isolate,Australia,,Australia,gaga1251,Glottolog languoid with closely matching name and coordinate within polygons
GAHUKU,,,,gahu1246,
GAHUKU,,Papua New Guinea,,gahu1246,Glottolog languoid with matching name and coordinate within polygons
GAINA,,Papua New Guinea,,gain1243,Glottolog languoid with matching name and matching country (infered from island name)
GAL,,Papua New Guinea,,gall1278,Glottolog languoid with matching name and matching country (infered from island name)
GALELA,Indonesia,,Indonesia,gale1259,Glottolog languoid with matching name and matching country
GALEYA,,Papua New Guinea,,gale1257,Glottolog languoid with matching name and matching country (infered from island name)
GALGADUNGIC,Australia,,Australia,galg1238,
GALIBAMU,Australia,,Australia,guga1239,
GALOLI/Baba,Timor-Leste,,East Timor,baba1272,
GALOLI/Dadua,Timor-Leste,,East Timor,galo1243,
GALOLI/Edi,Timor-Leste,,East Timor,edii1237,Glottolog dialect with matching name and matching country
GALOLI/Galoli,Timor-Leste,,East Timor,nucl1541,
GALOLI/Hehak,Timor-Leste,,East Timor,haha1243,
GALOLI/Na Nahek,Timor-Leste,,East Timor,nana1259,Glottolog dialect with matching name and matching country
GALU,,Papua New Guinea,,sina1269,Glottolog languoid with matching name and matching country (infered from island name)
GAMEI,,Papua New Guinea,,bore1247,
Gamkonor,Indonesia,,Indonesia,gamk1238,
GANA,,,,gana1277,
GANGLAU,,Papua New Guinea,,gang1270,Glottolog languoid with matching name and matching country (infered from island name)
GANJA,,Papua New Guinea,,nara1264,
Ganti,Indonesia,,Sulawesi,unde1235,
GANTS,,Papua New Guinea,,gant1244,Glottolog languoid with matching name and matching country (infered from island name)
GAO,,Solomon Islands,,gaoo1237,Glottolog languoid with matching name and matching country (infered from island name)
GAPAPAIWA,,Papua New Guinea,,gapa1238,Glottolog languoid with matching name and matching country (infered from island name)
GAPUN,,Papua New Guinea,,taia1239,
GARADYARI,Australia,,Australia,kara1476,
GARAWA,Australia,,Australia,gara1269,
Gari,,Solomon Islands,,ghar1239,
Garia,,Papua New Guinea,,suma1270,
GARO,,,,ngga1239,
GARUH,,Papua New Guinea,,nobo1238,
GARUS,,Papua New Guinea,,garu1246,Glottolog languoid with matching name and matching country (infered from island name)
GARUWAHI,,Papua New Guinea,,gwed1239,
GAYABARA,Australia,,Australia,waka1274,
GAYARDILT,Australia,,Australia,kaya1319,
GAYIYAMAR / MARA,Australia,,Australia,mara1385,
GAYO,Indonesia,,Indonesia,gayo1244,Glottolog languoid with matching name and matching country
Gazili,,Papua New Guinea,,gaji1238,
Geagea,,Papua New Guinea,,geag1239,Glottolog languoid with matching name and matching country (infered from island name)
GEBE,,,,gebe1237,
GEBE,Indonesia,,Indonesia,gebe1237,Glottolog languoid with matching name and matching country
Gebi,,Papua New Guinea,,gebi1241,
GEDAGED,,Papua New Guinea,,geda1237,Glottolog languoid with matching name and matching country (infered from island name)
GELA,,Solomon Islands,,gela1263,Glottolog languoid with matching name and matching country (infered from island name)
GENDE,,Papua New Guinea,,gend1249,Glottolog languoid with matching name and matching country (infered from island name)
Geri,,Solomon Islands,,geri1237,
GESER-GORAM,,,,gese1240,Glottolog languoid with closely matching name and coordinate within polygons
GESER-GORAM,Indonesia,,Indonesia,gese1240,Glottolog languoid with closely matching name and coordinate within polygons
Getmata,,Papua New Guinea,,kaul1240,
Gewigi,,Papua New Guinea,,umbu1258,
GHANONGGA,,Solomon Islands,,ghan1242,Glottolog languoid with matching name and matching country (infered from island name)
Ghone VARISI,,Solomon Islands,,ghon1237,
GIAY,Vietnam,,Vietnam,giay1234,
Gibaio,,Papua New Guinea,,giba1246,
Gimi,,Papua New Guinea,,gimi1243,
GINUMAN,,Papua New Guinea,,ginu1240,Glottolog languoid with matching name and matching country (infered from island name)
GIRA,,Papua New Guinea,,madi1261,
GIRAWA,,Papua New Guinea,,gira1247,Glottolog languoid with matching name and matching country (infered from island name)
GIRI,,Papua New Guinea,,kire1240,
GITUA,,Papua New Guinea,,gitu1237,Glottolog languoid with matching name and matching country (infered from island name)
GNAU,,Papua New Guinea,,gnau1240,Glottolog languoid with matching name and matching country (infered from island name)
GOGODALA,,,,gogo1265,
GOLIATH,Indonesia,,,unaa1239,
Golin,,Papua New Guinea,,goli1247,Glottolog languoid with matching name and matching country (infered from island name)
Gomoara,,Papua New Guinea,,baru1269,
Gona,,Papua New Guinea,,,
Gonsomon,,,,gons1237,
Gope,,Papua New Guinea,,kope1239,
Gora,,Papua New Guinea,,gora1264,
Gorge,Indonesia,,,,
GORONTALO,Indonesia,,Sulawesi,goro1259,Glottolog languoid with matching name and matching country
GOROVU,,Papua New Guinea,,goro1261,Glottolog languoid with matching name and matching country (infered from island name)
Gotomi,,Papua New Guinea,,koto1252,
GOWAR,Australia,,Australia,guwa1244,Glottolog languoid with closely matching name and coordinate within polygons
"GRAND VALLEY DANY, lower of Valley",Indonesia,,,lowe1415,
Gresi,Indonesia,,,gres1240,Glottolog languoid with matching name and matching country
Guamer,Indonesia,,,beri1254,
GUGU YALANDYI,Australia,,Australia,yala1261,
Gugumu,,,,baru1269,
GUHU-SAMANE,,Papua New Guinea,,guhu1244,Glottolog languoid with matching name and matching country (infered from island name)
Guiam Yuta,,Papua New Guinea,,wipi1242,
GUIARAK,,Papua New Guinea,,guya1251,
Guluwarin Kitja,Australia,,Australia,kitj1240,
GUMALU,,Papua New Guinea,,guma1255,Glottolog languoid with matching name and matching country (infered from island name)
GUMASI,,,,arua1260,
Gumbaynggiric Group,Australia,,Australia,gumb1242,
GUNDUNGURA,Australia,,Australia,gund1248,
Gungaraganyan Family-Level Isolate,Australia,,Australia,kung1259,
GUNIYAN,Australia,,Australia,goon1238,
Gunwinyguan Family,Australia,,Australia,gunw1250,
Gurfuf,,Papua New Guinea,,adze1240,
GURINGGAI,Australia,,Australia,yuin1243,
GURNU,Australia,,Australia,darl1243,
GUSAN,,Papua New Guinea,,gusa1246,Glottolog languoid with matching name and matching country (infered from island name)
GUUGU YIMIDHIRR,Australia,,Australia,gugu1255,Glottolog languoid with matching name and matching country
GUWA,Australia,,Australia,guwa1242,Glottolog languoid with matching name and matching country
GUWENG,Australia,,Australia,gure1255,
GUWOT,,Papua New Guinea,,duwe1237,
GUYANI,Australia,,Australia,guya1249,Glottolog languoid with matching name and matching country
HABU,Timor-Leste,,East Timor,habu1241,Glottolog languoid with matching name and matching country
HADUKU,Indonesia,,Indonesia,haru1244,Glottolog languoid with closely matching name and coordinate within polygons
Hae,,Papua New Guinea,,,
HAHON,,Papua New Guinea,,haho1237,Glottolog languoid with matching name and matching country (infered from island name)
Hakia,,Papua New Guinea,,ilak1239,
Haleworuru,Indonesia,,Indonesia,tobe1252,
HALIA,,Papua New Guinea,,hali1244,Glottolog languoid with matching name and matching country (infered from island name)
HAM,,Papua New Guinea,,mari1428,
Hamil,,Papua New Guinea,,nort2926,
HAMTAI(KAPAU),,Papua New Guinea,,hamt1247,
HANUNOO,Philippines,,Philippines,hanu1241,Glottolog languoid with matching name and matching country
HAROI,Lao People's Democratic Republic,,Laos,haro1237,
Hat,Vietnam,,Vietnam,,
HATTAM,Indonesia,,,hata1243,Glottolog languoid with closely matching name and coordinate within polygons
Haununu,,Solomon Islands,,haun1237,
Haura,,Papua New Guinea,,keor1235,
Haveke,,New Caledonia,,have1241,Glottolog languoid with matching name and matching country (infered from island name)
HAWAIIAN,,,,hawa1245,
Heake,,New Caledonia,,haek1239,Glottolog languoid with closely matching name and coordinate within polygons
Hegenagi,Indonesia,,,moni1261,
Heleworuru,Indonesia,,Indonesia,tobe1252,
HEWA,,Papua New Guinea,,hewa1241,Glottolog languoid with matching name and matching country (infered from island name)
HEYO,,Papua New Guinea,,heyo1240,Glottolog languoid with matching name and matching country (infered from island name)
HILIGAYNON,Philippines,,Philippines,hili1240,Glottolog languoid with matching name and matching country
HILIGAYNON(ILONGGO),Philippines,,Philippines,hili1240,
HINIHON,,Papua New Guinea,,hini1234,Glottolog languoid with matching name and coordinate within polygons
Hiowe,,Papua New Guinea,,hiyo1238,
Hira,,Papua New Guinea,,hira1246,
HITU,Indonesia,,Indonesia,hitu1239,Glottolog languoid with matching name and matching country
HIW,,,,hiww1237,
Hmwaveke,,New Caledonia,,hmwa1243,Glottolog languoid with matching name and matching country (infered from island name)
HOANYA,Taiwan,,Taiwan,hoan1238,
HOAVA,,Solomon Islands,,hoav1238,Glottolog languoid with matching name and matching country (infered from island name)
Honibu,,Papua New Guinea,,honi1245,
HOTE,,Papua New Guinea,,hote1245,Glottolog languoid with matching name and matching country (infered from island name)
HOVONGAN,,,,hovo1239,Glottolog languoid with closely matching name and coordinate within polygons
HOVONGAN Semukung - Uheng,,,,semu1241,
HRE,Lao People's Democratic Republic,,Laos,hree1244,Glottolog languoid with matching name and coordinate within polygons
Hua,,Papua New Guinea,,huaa1250,
Hula,,Papua New Guinea,,hula1239,Glottolog languoid with matching name and matching country (infered from island name)
HULI,,Papua New Guinea,,huli1244,Glottolog languoid with matching name and matching country (infered from island name)
Humene,,Papua New Guinea,,hume1246,Glottolog languoid with matching name and matching country (infered from island name)
HUMENE,,,,hume1246,Glottolog languoid with matching name and coordinate within polygons
HUNG/PONG2,Lao People's Democratic Republic,,Laos,phon1243,
HUNJARA,,Papua New Guinea,,hunj1241,
IAAI,,New Caledonia,,iaai1238,Glottolog languoid with matching name and matching country (infered from island name)
Iban,,,,iban1264,
Iban Section-Level Isolate,Indonesia,,Borneo,iban1264,
IBANAG,Philippines,,Philippines,iban1267,Glottolog languoid with matching name and matching country
IDATE,Timor-Leste,,East Timor,idat1237,Glottolog languoid with closely matching name and coordinate within polygons
IDI,,Papua New Guinea,,nucl1597,Glottolog languoid with matching name and coordinate within polygons
IDNE?,,Papua New Guinea,,male1289,
IDUNA,,Papua New Guinea,,idun1242,Glottolog languoid with matching name and matching country (infered from island name)
IFUGAO,Philippines,,Philippines,ifug1247,
IGANA,,Papua New Guinea,,igan1243,Glottolog languoid with matching name and matching country (infered from island name)
IGOM,,Papua New Guinea,,kang1291,
IGORA(KAKABAI),,Papua New Guinea,,kaka1267,
IHA Kapaur,Indonesia,,,ihaa1241,
IIaga,Indonesia,,,ilag1236,
IKOBI,,Papua New Guinea,,ikob1240,Glottolog languoid with matching name and matching country (infered from island name)
ILANUN,Philippines,,Philippines,iran1262,
ILIANEN MANOBO,Philippines,,Philippines,ilia1236,Glottolog languoid with matching name and matching country
ILOKANO,Philippines,,Philippines,ilok1237,
ILONGOT,Philippines,,Philippines,ilon1239,Glottolog languoid with matching name and matching country
Imila,,Papua New Guinea,,imil1243,
Imonda,,Papua New Guinea,,imon1245,Glottolog languoid with matching name and matching country (infered from island name)
Imyan,Indonesia,,,imya1235,
INANWATAN,Indonesia,,,inan1242,
INIBALOI,Philippines,,Philippines,ibal1244,
IPIKO,,Papua New Guinea,,ipik1244,Glottolog languoid with matching name and matching country (infered from island name)
IRAYA,Philippines,,Philippines,iray1237,Glottolog languoid with matching name and matching country
IRESIM,Indonesia,,,ires1239,
IRUMU,,Papua New Guinea,,tuma1250,
ISABI,,Papua New Guinea,,isab1240,Glottolog languoid with matching name and matching country (infered from island name)
ISAN,,Papua New Guinea,,isan1244,Glottolog languoid with matching name and coordinate within polygons
ISEBE,,Papua New Guinea,,iseb1246,Glottolog languoid with matching name and matching country (infered from island name)
ISINAI,Philippines,,Philippines,isin1239,Glottolog languoid with matching name and matching country
Islan,,Papua New Guinea,,,
Island Kiwa,,,,,
Island Kiwai,,,,isla1274,
ISNAG,Philippines,,Philippines,isna1241,Glottolog languoid with matching name and matching country
ITAWIS,Philippines,,Philippines,itaw1240,
ITIK,Indonesia,,,itik1240,Glottolog languoid with matching name and matching country
ITNEG,Philippines,,Philippines,itne1252,Glottolog languoid with matching name and coordinate within polygons
ITUTANG,,Papua New Guinea,,inap1241,
IWAM Downriver,,Papua New Guinea,,sepi1255,
IWAM Upriver,,Papua New Guinea,IWAM Upriver,iwam1256,
IYORA,Australia,,Australia,sydn1236,
J,Indonesia,,Indonesia,,
JAGOI,Indonesia,,Borneo,baub1235,
JAGOI Dialects/Assem,Indonesia,,Borneo,asse1237,Glottolog dialect with matching name and matching country
JAGOI Dialects/Dongay,Indonesia,,Borneo,dong1297,Glottolog dialect with matching name and matching country
JAGOI Dialects/Empawa,Indonesia,,Borneo,empa1241,Glottolog dialect with matching name and matching country
JAGOI Dialects/Suti,Indonesia,,Borneo,suti1238,Glottolog dialect with matching name and matching country
JAGOI Dialects/Tengoh,,,,teng1270,
JAGOI Dialects/Tringus,Indonesia,,Borneo,trin1272,
JAH HET,Malaysia,,Southern Malaysia,jahh1242,
JAKARTA MALAY,Indonesia,,,beta1252,
JARAI,Lao People's Democratic Republic,,Laos,jara1266,
JARI,,Papua New Guinea,,jari1243,
JAVA,Indonesia,,,,
JAVA,Indonesia,,Indonesia,,
JAVANESE,Indonesia,,Indonesia,java1254,Glottolog languoid with matching name and matching country
JAVANESE/Central Western,Indonesia,,Indonesia,java1254,
JAVANESE/Cirebon,Indonesia,,Indonesia,cire1240,
JAVANESE/Eastern,Indonesia,,Indonesia,java1254,
JAVANESE/Manuk,Indonesia,,Indonesia,java1254,
JAVANESE/North-Western,Indonesia,,Indonesia,java1254,
JAWE,,New Caledonia,,jawe1237,Glottolog languoid with matching name and matching country (infered from island name)
JEH,Lao People's Democratic Republic,,Laos,jehh1245,Glottolog languoid with matching name and matching country
JEHAI/Batek Teh,Malaysia,,Malaysia,bate1267,
JEHAI/Jehai,Malaysia,,North-Western Malaysia,nucl1294,
JEHAI/Menriq,Malaysia,,North-Western Malaysia,minr1238,
Jelalong P.,,,,jela1245,
JILIM,,Papua New Guinea,,jili1241,
Jimuhi,,,,jimu1237,
JINGHPAW,Myanmar,,,kach1280,
Jramot,,Papua New Guinea,,urap1240,
K,,Solomon Islands,,,
Kabaena,Timor-Leste,,East Timor,kaba1285,
Kabanga,,Papua New Guinea,,kuan1248,
KABOLA,Timor-Leste,,East Timor,kabo1247,Glottolog languoid with matching name and coordinate within polygons
Kabotirai,,,,ramo1244,
KADAZAN DUSAN / Central Kadazan Dusan,,,,cent2100,
KAETI,,Papua New Guinea,,mand1473,
KAFOA,Timor-Leste,,East Timor,kafo1240,Glottolog languoid with matching name and coordinate within polygons
KAHUA,,Solomon Islands,,kahu1241,Glottolog languoid with matching name and matching country (infered from island name)
Kai,,Papua New Guinea,,,
KAIAN,,Papua New Guinea,,kaia1245,Glottolog languoid with matching name and matching country (infered from island name)
KAIBOBO,Indonesia,,Indonesia,kaib1244,Glottolog languoid with matching name and matching country
Kaidipan,Indonesia,,Sulawesi,kaid1240,
Kaiep,,Papua New Guinea,,kaie1237,Glottolog languoid with matching name and matching country (infered from island name)
KAIEP Terebu,,Papua New Guinea,,kaie1238,
KAILA,Indonesia,,Sulawesi,ledo1238,
KAILI Banawa,Indonesia,,Sulawesi,unde1235,
KAILI Palu,,,,,
KAILI Palu,Indonesia,,Sulawesi,ledo1238,
"KAILI Palu, MANDAR",Indonesia,,Sulawesi,ledo1238,
Kaimange,,Papua New Guinea,,mbul1263,
Kaina,,Papua New Guinea,,kain1269,
Kaintiba,,Papua New Guinea,,kain1268,
Kaipuri,Indonesia,,,kuru1305,
KAIRI,,Papua New Guinea,,rumu1243,
KAIRIRU,,Papua New Guinea,,kair1263,Glottolog languoid with matching name and matching country (infered from island name)
KAIRUI-MIDIKI/Kairui,Timor-Leste,,East Timor,kair1266,Glottolog dialect with matching name and matching country
KAIRUI-MIDIKI/Midiki,Indonesia,,,midi1237,
KAIWA,,Papua New Guinea,,iwal1237,
Kajaman p.,Indonesia,,Borneo,kaja1250,
KAJAMAN Sekapen,,,,seka1248,
Kakas,Indonesia,,Sulawesi,kaka1268,
Kakasa,,,,baru1269,
Kakuna,,Papua New Guinea,,mamu1254,
Kakus Penan W.K.,,,,kaku1241,
KALA LAGAW YA,Australia,,Australia,kala1377,Glottolog languoid with matching name and matching country
KALABAKAN,,,,kala1391,Glottolog languoid with matching name and coordinate within polygons
Kalabat Atas,Indonesia,,Sulawesi,kala1390,
KALABRA,Indonesia,,,kala1256,Glottolog languoid with matching name and matching country
KALAGAN,Philippines,,Philippines,kala1388,Glottolog languoid with matching name and matching country
KALAM,,Papua New Guinea,,kala1397,Glottolog languoid with matching name and matching country (infered from island name)
KALAMIANON,Philippines,,Philippines,cala1258,
Kaliai,,Papua New Guinea,,kali1299,Glottolog languoid with matching name and coordinate within polygons
KALIBUGAN,Philippines,,Philippines,koli1253,
KALINGA,Philippines,,Philippines,kali1311,Glottolog languoid with matching name and coordinate within polygons
KALLAHAN,Philippines,,Philippines,kele1259,
Kalo,,Papua New Guinea,,kalo1259,
KALORALO,,Papua New Guinea,,kolu1245,
KALULI,,Papua New Guinea,,kalu1248,Glottolog languoid with matching name and matching country (infered from island name)
KAMANO,,Papua New Guinea,,kama1370,Glottolog languoid with matching name and matching country (infered from island name)
KAMARIAN,Indonesia,,Indonesia,kama1362,Glottolog languoid with matching name and matching country
KAMASA,,Papua New Guinea,,kama1360,Glottolog languoid with matching name and matching country (infered from island name)
Kamasau,,Papua New Guinea,,kama1367,Glottolog languoid with matching name and matching country (infered from island name)
Kamate,,Papua New Guinea,,kama1369,
KAMAYO,Philippines,,Philippines,kama1363,Glottolog languoid with matching name and matching country
KAMBA,,Papua New Guinea,,wagi1249,
Kambon,Indonesia,,,mand1473,
KAMBOT Others,,Papua New Guinea,,apma1241,
Kami-Kulaka,,Papua New Guinea,,kami1259,
Kamora,Indonesia,,,kamo1255,
KAMPONG BARU,Indonesia,,,kais1235,
Kampung r PISA,Indonesia,,,asue1235,
KAMULA,,Papua New Guinea,,kamu1260,Glottolog languoid with matching name and matching country (infered from island name)
Kamume,Indonesia,,,omba1242,
KANDAS,,Papua New Guinea,,kand1301,Glottolog languoid with matching name and matching country (infered from island name)
Kandepe,,Papua New Guinea,,kand1304,
KANKANAEY_North,Philippines,,Philippines,nort2877,
KANKANAEY_South,Philippines,,Philippines,kank1243,
KANOWIT,,,,kano1244,
KANOWIT,Indonesia,,Borneo,kano1244,
Kao,,,,kaoo1238,
Kao,Indonesia,,Indonesia,kaoo1238,Glottolog languoid with matching name and matching country
KAPAMPANGAN,Philippines,,Philippines,pamp1243,
Kaparl,,Papua New Guinea,,kapa1252,
KAPINGAMARANGI,,,,kapi1249,
KAPORE,,Papua New Guinea,,bebe1252,
KAPORP,,,,kapo1250,
KAPRIMAN,,Papua New Guinea,,kapr1245,Glottolog languoid with matching name and matching country (infered from island name)
KAPUAS (NGAJU),Indonesia,,Borneo,ngaj1237,
Karambit,,Papua New Guinea,,kara1493,
